onset	duration	valence	arousal	flubber_frequency	flubber_amplitude
506584.6267819126	n/a	1.0	0.1998994	1.7037419	0.070196055
506584.6378367812	n/a	1.0	0.19903322	1.6998994	0.07003823
506584.649018945	n/a	1.0	0.19745658	1.6990333	0.07000251
506584.660065714	n/a	1.0	0.19595203	1.6990333	0.0700881
506584.67111518286	n/a	1.0	0.19424091	1.695952	0.07029734
506584.68226724776	n/a	1.0	0.19213621	1.695952	0.07062138
506584.6932602189	n/a	1.0	0.1909801	1.6921362	0.07105809
506584.7045500784	n/a	1.0	0.1886965	1.6921362	0.07160513
506584.71573044214	n/a	1.0	0.18681066	1.6886965	0.07224333
506584.72675511206	n/a	1.0	0.186164	1.6886965	0.07298909
506584.7377448832	n/a	1.0	0.19115898	1.686164	0.073809214
506584.7488416503	n/a	1.0	0.19115898	1.691159	0.07468431
506584.7599957151	n/a	1.0	0.2028558	1.691159	0.0756146
506584.77104928385	n/a	1.0	0.20203738	1.7028558	0.07659755
506584.7826536311	n/a	1.0	0.20370868	1.7028558	0.07762292
506584.79330231564	n/a	1.0	0.19982022	1.7037086	0.07865373
506584.8044469808	n/a	1.0	0.19553557	1.7037086	0.079738885
506584.8155714468	n/a	1.0	0.19309485	1.6955355	0.08072176
506584.82658261724	n/a	1.0	0.188427	1.6955355	0.0817173
506584.8378813763	n/a	1.0	0.18506117	1.688427	0.08267066
506584.8489793434	n/a	1.0	0.18403836	1.6850612	0.083555244
506584.86000211333	n/a	1.0	0.18088675	1.6850612	0.08439353
506584.87102748314	n/a	1.0	0.17790113	1.6808867	0.085138895
506584.8821355498	n/a	1.0	0.17641403	1.6808867	0.08578978
506584.8932344167	n/a	1.0	0.17276843	1.676414	0.0863456
506584.90469346964	n/a	1.0	0.16927858	1.676414	0.08680099
506584.91548174876	n/a	1.0	0.16576964	1.6692786	0.08714564
506584.9268248062	n/a	1.0	0.16402735	1.6692786	0.08738066
506584.9377192811	n/a	1.0	0.16050325	1.6640273	0.08748807
506584.94879464904	n/a	1.0	0.15881547	1.6605033	0.08748069
506584.95990421553	n/a	1.0	0.15785761	1.6605033	0.08735845
506584.97099928267	n/a	1.0	0.15888765	1.6578577	0.08712047
506584.98217784654	n/a	1.0	0.1590462	1.6578577	0.08677011
506584.99323981494	n/a	1.0	0.15961014	1.6590462	0.086312786
506585.00431018305	n/a	1.0	0.15995085	1.6590462	0.085750125
506585.0154313491	n/a	1.0	0.15993275	1.6599509	0.0850995
506585.0266370119	n/a	1.0	0.15921955	1.6599509	0.08436389
506585.03773787885	n/a	1.0	0.15842873	1.6592195	0.08354876
506585.0488080469	n/a	1.0	0.15755022	1.6584287	0.082663566
506585.05986321555	n/a	1.0	0.15712991	1.6584287	0.08173375
506585.0709131845	n/a	1.0	0.15609062	1.6571299	0.08076707
506585.0821962443	n/a	1.0	0.15551944	1.6571299	0.07977619
506585.0937135949	n/a	1.0	0.15438034	1.6555195	0.078772396
506585.1045087737	n/a	1.0	0.15327485	1.6555195	0.077747054
506585.115394649	n/a	1.0	0.15196167	1.6532749	0.07671492
506585.12666020944	n/a	1.0	0.15118773	1.6532749	0.07577544
506585.1375473847	n/a	1.0	0.14950992	1.6511878	0.07486614
506585.1486497515	n/a	1.0	0.14808296	1.6495099	0.073977806
506585.1600087083	n/a	1.0	0.14666604	1.6495099	0.073183134
506585.1709909799	n/a	1.0	0.14619051	1.646666	0.07244454
506585.1820166497	n/a	1.0	0.14601463	1.646666	0.07177679
506585.19314831536	n/a	1.0	0.14576454	1.6460147	0.07122256
506585.20425918186	n/a	1.0	0.14553733	1.6460147	0.07076385
506585.2155697406	n/a	1.0	0.14463659	1.6455374	0.07040587
506585.22680750216	n/a	1.0	0.1440434	1.6455374	0.0701589
506585.23758728156	n/a	1.0	0.14265573	1.6440434	0.07002392
506585.2487170473	n/a	1.0	0.14192729	1.6426557	0.07000775
506585.2598049147	n/a	1.0	0.14039248	1.6426557	0.07010285
506585.2708860824	n/a	1.0	0.13874635	1.6403925	0.07031303
506585.28200274863	n/a	1.0	0.13692428	1.6403925	0.070632525
506585.29313451436	n/a	1.0	0.13606532	1.6369243	0.07105757
506585.3041843832	n/a	1.0	0.1344528	1.6369243	0.07158369
506585.31543354434	n/a	1.0	0.13287266	1.6344528	0.072204314
506585.3266321074	n/a	1.0	0.13210545	1.6344528	0.072903864
506585.337432986	n/a	1.0	0.13056897	1.6321055	0.073693596
506585.3485391527	n/a	1.0	0.12984067	1.630569	0.074545234
506585.3598132128	n/a	1.0	0.12847398	1.630569	0.07541748
506585.370804784	n/a	1.0	0.1339448	1.628474	0.076357745
506585.3819591488	n/a	1.0	0.1312452	1.628474	0.07734245
506585.3930627156	n/a	1.0	0.13427188	1.6312451	0.0783214
506585.40461616486	n/a	1.0	0.13144742	1.6312451	0.07932107
506585.41532164713	n/a	1.0	0.128414	1.6314474	0.0803091
506585.4264544128	n/a	1.0	0.12948892	1.6314474	0.08131567
506585.43754737993	n/a	1.0	0.12821257	1.629489	0.082215674
506585.448619848	n/a	1.0	0.1265088	1.6282126	0.083106965
506585.45969971566	n/a	1.0	0.12325271	1.6282126	0.083938494
506585.47070798615	n/a	1.0	0.120064385	1.6232527	0.08470289
506585.48191924876	n/a	1.0	0.11971644	1.6232527	0.08538686
506585.4929970165	n/a	1.0	0.11744213	1.6197164	0.085984305
506585.50412038254	n/a	1.0	0.114617676	1.6197164	0.086497374
506585.5152430486	n/a	1.0	0.11300726	1.6146177	0.086905956
506585.5265144089	n/a	1.0	0.10968589	1.6146177	0.08721091
506585.53736218566	n/a	1.0	0.10551508	1.6096859	0.0874082
506585.5485205503	n/a	1.0	0.100394115	1.6055151	0.08749582
506585.55977761105	n/a	1.0	0.09538162	1.6055151	0.08747305
506585.57074278325	n/a	1.0	0.09041711	1.5953816	0.08734078
506585.58186444937	n/a	1.0	0.0854956	1.5953816	0.08709897
506585.5929487169	n/a	1.0	0.084451675	1.5854956	0.08676136
506585.6040310845	n/a	1.0	0.082217805	1.5854956	0.08632313
506585.6152639462	n/a	1.0	0.079901546	1.5822178	0.085794054
506585.62646780914	n/a	1.0	0.07785043	1.5822178	0.08518049
506585.6375229778	n/a	1.0	0.07869858	1.5778505	0.08447906
506585.64855794725	n/a	1.0	0.08090573	1.5786986	0.08371063
506585.65980260854	n/a	1.0	0.0832716	1.5786986	0.08289258
506585.6707364819	n/a	1.0	0.08501317	1.5832716	0.08202526
506585.68186824763	n/a	1.0	0.084241696	1.5832716	0.081098884
506585.69290881685	n/a	1.0	0.08317499	1.5842417	0.08016993
506585.70393288677	n/a	1.0	0.080423206	1.5842417	0.07920673
506585.7151024509	n/a	1.0	0.07738014	1.5804232	0.07824533
506585.7264027101	n/a	1.0	0.076163836	1.5804232	0.07729463
506585.73761697253	n/a	1.0	0.07313185	1.5761639	0.076348096
506585.7483753528	n/a	1.0	0.0717276	1.5731318	0.07542346
506585.75959641504	n/a	1.0	0.06888341	1.5731318	0.07454849
506585.77056718693	n/a	1.0	0.06622892	1.5688834	0.07375775
506585.78176445013	n/a	1.0	0.06488198	1.5688834	0.07299478
506585.79298911215	n/a	1.0	0.062109	1.564882	0.072317176
506585.8039758835	n/a	1.0	0.059411455	1.564882	0.07170446
506585.81505795114	n/a	1.0	0.05694668	1.5594114	0.07117568
506585.8263796094	n/a	1.0	0.05580674	1.5594114	0.07074866
506585.83748577605	n/a	1.0	0.053702477	1.5558068	0.07041206
506585.84863844095	n/a	1.0	0.051770233	1.5537025	0.070170045
506585.8596219124	n/a	1.0	0.05082578	1.5537025	0.07003467
506585.8707271791	n/a	1.0	0.049023047	1.5508258	0.07000173
506585.8817110506	n/a	1.0	0.04812873	1.5508258	0.070070304
506585.8929153135	n/a	1.0	0.046308834	1.5481287	0.07024062
506585.90395718266	n/a	1.0	0.044446375	1.5481287	0.07050654
506585.9152668414	n/a	1.0	0.042544644	1.5444463	0.070874475
506585.92627631186	n/a	1.0	0.0406558	1.5444463	0.07132738
506585.9372194849	n/a	1.0	0.04015217	1.5406559	0.07187956
506585.9484794456	n/a	1.0	0.039875507	1.5406559	0.07249539
506585.9595847123	n/a	1.0	0.03939221	1.5398755	0.073177315
506585.97055768414	n/a	1.0	0.038870204	1.5393922	0.07394346
506585.9816873499	n/a	1.0	0.038097613	1.5393922	0.074755065
506585.99283441505	n/a	1.0	0.03757421	1.5380976	0.075602524
506586.00395758107	n/a	1.0	0.036483567	1.5380976	0.07649737
506586.0148914545	n/a	1.0	0.03520337	1.5364835	0.07741952
506586.02620771294	n/a	1.0	0.034508698	1.5364835	0.078354195
506586.03725578194	n/a	1.0	0.033046026	1.5345087	0.07927705
506586.0484501451	n/a	1.0	0.031491835	1.5345087	0.080225416
506586.05948101473	n/a	1.0	0.029761342	1.5314919	0.08113343
506586.07071207656	n/a	1.0	0.027694428	1.5297613	0.08202546
506586.0816861484	n/a	1.0	0.02639483	1.5297613	0.08286595
506586.0928138143	n/a	1.0	0.023578323	1.5263948	0.08367379
506586.10377918644	n/a	1.0	0.019640382	1.5263948	0.08440629
506586.11493795103	n/a	1.0	0.017103367	1.5196403	0.08508526
506586.126421203	n/a	1.0	0.010966882	1.5196403	0.085681036
506586.1371151858	n/a	1.0	0.0031349247	1.5109669	0.08620993
506586.14821105293	n/a	1.0		1.5109669	0.086663306
506586.1594447146	n/a	1.0		1.5	0.08700093
506586.1705694806	n/a	1.0		1.5	0.08725992
506586.1816299491	n/a	1.0		1.5	0.0874274
506586.19286881055	n/a	1.0		1.5	0.08749747
506586.2037084876	n/a	1.0		1.5	0.087471895
506586.2149026509	n/a	1.0		1.5	0.08734884
506586.2261974102	n/a	1.0		1.5	0.08713907
506586.2372305798	n/a	1.0		1.5	0.08683037
506586.2484540419	n/a	1.0		1.5	0.08642793
506586.2593001187	n/a	1.0		1.5	0.0859507
506586.2704983818	n/a	1.0		1.5	0.08538544
506586.2815929489	n/a	1.0		1.5	0.08476869
506586.2926459176	n/a	1.0		1.5	0.08406618
506586.3038281814	n/a	1.0		1.5	0.083311945
506586.3148238524	n/a	1.0		1.5	0.082510635
506586.32638870116	n/a	1.0		1.5	0.08165902
506586.337106683	n/a	1.0		1.5	0.080789745
506586.34815985174	n/a	1.0		1.5	0.07985137
506586.36029537825	n/a	1.0		1.5	0.07897058
506586.370299288	n/a	1.0		1.5	0.07806035
506586.38150255085	n/a	1.0		1.5	0.07706839
506586.3927314128	n/a	1.0		1.5	0.07626791
506586.4036730859	n/a	1.0		1.5	0.07539733
506586.4148551496	n/a	1.0		1.5	0.07456218
506586.42636430054	n/a	1.0		1.5	0.07379365
506586.4369810863	n/a	1.0		1.5	0.073062256
506586.44824034703	n/a	1.0		1.5	0.07237629
506586.45932081476	n/a	1.0		1.5	0.07180918
506586.47041348193	n/a	1.0		1.5	0.07128393
506586.4815802463	n/a	1.0		1.5	0.07084881
506586.49254351854	n/a	1.0		1.5	0.070499636
506586.50364188553	n/a	1.0		1.5	0.07023915
506586.5147909505	n/a	1.0		1.5	0.07007502
506586.5264051974	n/a	1.0		1.5	0.07000305
506586.53697688493	n/a	1.0		1.5	0.07002707
506586.548201147	n/a	1.0		1.5	0.07015447
506586.559299614	n/a	1.0		1.5	0.07035988
506586.57021188823	n/a	1.0		1.5	0.07066886
506586.5815927442	n/a	1.0		1.5	0.071063496
506586.5925372172	n/a	1.0		1.5	0.07153341
506586.6035101891	n/a	1.0		1.5	0.07210479
506586.6148030485	n/a	1.0		1.5	0.07272608
506586.62587691646	n/a	1.0		1.5	0.07341367
506586.6369272853	n/a	1.0		1.5	0.074180394
506586.64807575033	n/a	1.0		1.5	0.07498268
506586.65944790666	n/a	1.0		1.5	0.0758241
506586.67024908523	n/a	1.0		1.5	0.07670506
506586.68143854867	n/a	1.0		1.5	0.0776268
506586.69268220995	n/a	1.0		1.5	0.07851468
506586.7035900844	n/a	1.0		1.5	0.07943675
506586.71472365	n/a	1.0		1.5	0.08035569
506586.7262033021	n/a	1.0		1.5	0.081230044
506586.73685588647	n/a	1.0		1.5	0.08209495
506586.74804285006	n/a	1.0		1.5	0.08294861
506586.75916581607	n/a	1.0		1.5	0.0836965
506586.77015438734	n/a	1.0		1.5	0.08442908
506586.7812664538	n/a	1.0		1.5	0.08509451
506586.7924994155	n/a	1.0		1.5	0.085683115
506586.80349138664	n/a	1.0		1.5	0.08620343
506586.8147229485	n/a	1.0		1.5	0.08664617
506586.8258561141	n/a	1.0		1.5	0.086993545
506586.8368847838	n/a	1.0		1.5	0.08725735
506586.8479839508	n/a	1.0		1.5	0.087424934
506586.8592009131	n/a	1.0		1.5	0.08749677
506586.8702701812	n/a	1.0		1.5	0.08747375
506586.88120435463	n/a	1.0		1.5	0.08735357
506586.89248341456	n/a	1.0		1.5	0.08714087
506586.9034302875	n/a	1.0		1.5	0.08684096
506586.9146119512	n/a	1.0		1.5	0.08644168
506586.9258132142	n/a	1.0		1.5	0.08597159
506586.93683038437	n/a	1.0		1.5	0.0854112
506586.94800584833	n/a	1.0		1.5	0.08477638
506586.9590556172	n/a	1.0		1.5	0.08408608
506586.9700994863	n/a	1.0		1.5	0.083327964
506586.9812398517	n/a	1.0		1.5	0.0825276
506586.9924963125	n/a	1.0		1.5	0.08168731
506587.0034163865	n/a	1.0		1.5	0.08080748
506587.01458415075	n/a	1.0		1.5	0.07989529
506587.0256186202	n/a	1.0		1.5	0.07899766
506587.0367824847	n/a	1.0		1.5	0.07807804
506587.0479373494	n/a	1.0		1.5	0.077175304
506587.05897891865	n/a	1.0		1.5	0.076280184
506587.07006748597	n/a	1.0		1.5	0.07541289
506587.08124924975	n/a	1.0		1.5	0.07459085
506587.0923350172	n/a	1.0		1.5	0.07381044
506587.10341148503	n/a	1.0		1.5	0.073078156
506587.1145076522	n/a	1.0		1.5	0.07241411
506587.1256735165	n/a	1.0		1.5	0.07181976
506587.1367263853	n/a	1.0		1.5	0.07129988
506587.14777575416	n/a	1.0		1.5	0.07085933
506587.15907641326	n/a	1.0		1.5	0.07050876
506587.1702398777	n/a	1.0		1.5	0.07024768
506587.181074655	n/a	1.0		1.5	0.07007614
506587.19225051894	n/a	1.0		1.5	0.07000314
506587.20340798364	n/a	1.0		1.5	0.07002484
506587.2144669522	n/a	1.0		1.5	0.07014243
506587.2256184171	n/a	1.0		1.5	0.07035499
506587.2366781856	n/a	1.0		1.5	0.07065704
506587.2478263506	n/a	1.0		1.5	0.07105094
506587.25887711946	n/a	1.0		1.5	0.07152514
506587.2699691867	n/a	1.0		1.5	0.07208308
506587.2810872529	n/a	1.0		1.5	0.07270823
506587.2921805201	n/a	1.0		1.5	0.07340177
506587.30326468765	n/a	1.0		1.5	0.07415567
506587.3144892497	n/a	1.0		1.5	0.0749577
506587.3256997123	n/a	1.0		1.5	0.075800076
506587.33662328613	n/a	1.0		1.5	0.076686665
506587.3477559518	n/a	1.0		1.5	0.077595614
506587.3589353156	n/a	1.0		1.5	0.07849306
506587.36996548524	n/a	1.0		1.5	0.07940966
506587.38112285	n/a	1.0		1.5	0.08032438
506587.39217571873	n/a	1.0		1.5	0.081208505
506587.4033629822	n/a	1.0		1.5	0.08207668
506587.41439815174	n/a	1.0		1.5	0.082900465
506587.4255063183	n/a	1.0		1.5	0.083687924
506587.43668238225	n/a	1.0		1.5	0.08441134
506587.4478725456	n/a	1.0		1.5	0.08507729
506587.45878352	n/a	1.0		1.5	0.08567769
506587.4698445884	n/a	1.0		1.5	0.086202145
506587.4810077529	n/a	1.0		1.5	0.0866334
506587.49218451686	n/a	1.0		1.5	0.08698564
506587.50321688637	n/a	1.0		1.5	0.08725052
506587.51436905126	n/a	1.0		1.5	0.087421484
506587.5254920173	n/a	1.0		1.5	0.08749606
506587.5365411862	n/a	1.0		1.5	0.08747535
506587.54757235583	n/a	1.0		1.5	0.08735876
506587.55875821935	n/a	1.0		1.5	0.08714931
506587.5698828854	n/a	1.0		1.5	0.08684971
506587.58092945436	n/a	1.0		1.5	0.08645602
506587.59198672295	n/a	1.0		1.5	0.08598002
506587.6031224885	n/a	1.0		1.5	0.08542895
506587.61442484753	n/a	1.0		1.5	0.08480426
506587.62541971856	n/a	1.0		1.5	0.08410912
506587.6367781754	n/a	1.0		1.5	0.08334363
506587.64772814815	n/a	1.0		1.5	0.08254877
506587.65875141806	n/a	1.0		1.5	0.081684485
506587.6698156864	n/a	1.0		1.5	0.08081992
506587.6809393524	n/a	1.0		1.5	0.07992653
506587.6920945172	n/a	1.0		1.5	0.07901787
506587.70309238805	n/a	1.0		1.5	0.07810102
506587.7142419531	n/a	1.0		1.5	0.07718905
506587.7254395162	n/a	1.0	0.051002145	1.5	0.07630673
506587.7364747856	n/a	1.0	0.04808497	1.5510021	0.07543884
506587.74762185075	n/a	1.0	0.04668679	1.5510021	0.074575774
506587.75860632217	n/a	1.0	0.04346963	1.5466868	0.07377475
506587.76980228536	n/a	1.0	0.03934866	1.5434697	0.07302574
506587.7808722534	n/a	1.0	0.035417914	1.5434697	0.0723548
506587.79187522415	n/a	1.0	0.033650495	1.5354179	0.0717449
506587.8031283851	n/a	1.0	0.030248297	1.5354179	0.071226105
506587.8141542549	n/a	1.0	0.027382102	1.5302483	0.070794865
506587.82530411985	n/a	1.0	0.02471491	1.5302483	0.070448115
506587.8364345856	n/a	1.0	0.023561059	1.524715	0.070202194
506587.84771964536	n/a	1.0	0.021290835	1.524715	0.07005152
506587.8586100204	n/a	1.0	0.018911703	1.5212908	0.070000015
506587.86969448795	n/a	1.0	0.01758995	1.5189117	0.07004905
506587.8810138463	n/a	1.0	0.0149757005	1.5189117	0.070191994
506587.89191932086	n/a	1.0	0.011931904	1.5149757	0.07043239
506587.9030979847	n/a	0.99833506	0.0092242	1.5149757	0.07077265
506587.9141016554	n/a	0.9964744	0.0068574753	1.5092242	0.071188234
506587.9252850191	n/a	0.99450415	0.0045450125	1.5092242	0.07169624
506587.93640718516	n/a	0.99339104	0.003487191	1.504545	0.07227407
506587.9473720573	n/a	0.9909882	0.0014921154	1.504545	0.072931625
506587.9586373178	n/a	0.98979884	0.0005319272	1.5014921	0.073649675
506587.9696628876	n/a	0.9875326	-0.0013397282	1.5005319	0.07441062
506587.9808706504	n/a	0.9855457	-0.0028519484	1.5005319	0.0752406
506587.99180262384	n/a	0.98369455	-0.0040590414	1.497148	0.07609165
506588.00307338405	n/a	0.9821184	-0.0051474418	1.497148	0.07698373
506588.01417485095	n/a	0.9807347	-0.00610292	1.4948525	0.07787285
506588.02519412106	n/a	0.9801262	-0.006539637	1.4948525	0.078797325
506588.03632828663	n/a	0.9788651	-0.0074842935	1.4934604	0.0797077
506588.0475111503	n/a	0.97825366	-0.007943176	1.4934604	0.080600545
506588.05865091574	n/a	0.9771862	-0.008843449	1.4920568	0.08148189
506588.0697034845	n/a	0.9761875	-0.00967097	1.4911566	0.08233725
506588.0807077551	n/a	0.9757068	-0.010106965	1.4911566	0.08314904
506588.0917763233	n/a	0.9742944	-0.011450843	1.4898931	0.08390731
506588.10295938695	n/a	0.97371274	-0.011784217	1.4898931	0.08460697
506588.1139625577	n/a	0.9724588	-0.0125270905	1.4882158	0.08524794
506588.125104523	n/a	0.97180176	-0.012399809	1.4882158	0.085824236
506588.1362993862	n/a	0.97111636	-0.012415464	1.4876002	0.08631553
506588.14748174994	n/a	0.9694276	-0.012518633	1.4876002	0.08673184
506588.15850511985	n/a	0.96833605	-0.012652098	1.4874814	0.08706263
506588.16963778547	n/a	0.96604246	-0.013239513	1.487348	0.08730207
506588.1807039537	n/a	0.9647288	-0.013681262	1.487348	0.08744718
506588.19184751896	n/a	0.96126693	-0.014089757	1.4863187	0.08749984
506588.20281779097	n/a	0.96010584	-0.014155255	1.4863187	0.08745858
506588.2140093543	n/a	0.958946	-0.014220626	1.4858447	0.08732305
506588.2251846183	n/a	0.95650214	-0.014696538	1.4858447	0.08709917
506588.23617268953	n/a	0.953863	-0.015584066	1.4853034	0.086780526
506588.2473463536	n/a	0.9507369	-0.016582048	1.4853034	0.0863752
506588.2583915226	n/a	0.94882	-0.017213352	1.483418	0.08589571
506588.2695686866	n/a	0.9449374	-0.018567435	1.4827867	0.08533204
506588.28079504863	n/a	0.9408259	-0.019892612	1.4827867	0.084704876
506588.2916654245	n/a	0.9364041	-0.02174394	1.4801074	0.08400626
506588.30294098455	n/a	0.9314655	-0.02390433	1.4801074	0.08324891
506588.3139792539	n/a	0.92904496	-0.024972716	1.4760957	0.08246826
506588.3249311266	n/a	0.9240893	-0.027071519	1.4760957	0.08162089
506588.3362692842	n/a	0.91954076	-0.028770702	1.4729285	0.08076149
506588.3472851544	n/a	0.9172752	-0.029507602	1.4729285	0.07988933
506588.35846161837	n/a	0.91313803	-0.030810254	1.4704924	0.078974344
506588.3694865882	n/a	0.90938157	-0.031930428	1.4691898	0.07808484
506588.3806595523	n/a	0.9061379	-0.032899242	1.4691898	0.07718924
506588.3916937218	n/a	0.9031536	-0.03250651	1.4671007	0.07632269
506588.40282898734	n/a	0.901643	-0.03187799	1.4671007	0.07547143
506588.41389385564	n/a	0.89841074	-0.031200789	1.468122	0.07466404
506588.42495562404	n/a	0.89558595	-0.03020697	1.468122	0.07389253
506588.4360906896	n/a	0.89429426	-0.02988489	1.4697931	0.073176175
506588.4473983484	n/a	0.89180267	-0.029767983	1.4697931	0.07251749
506588.4583955194	n/a	0.8888875	-0.03058506	1.470232	0.07192019
506588.46949908615	n/a	0.8851197	-0.032766376	1.469415	0.07138679
506588.4805353556	n/a	0.8830528	-0.033590075	1.469415	0.070945576
506588.4915551256	n/a	0.8791957	-0.035294272	1.4664099	0.070581876
506588.50277098804	n/a	0.87706363	-0.036002647	1.4664099	0.07030551
506588.51385495556	n/a	0.8712516	-0.037673574	1.4639974	0.07011663
506588.52500012075	n/a	0.8691982	-0.037554033	1.4639974	0.07001589
506588.536066289	n/a	0.865082	-0.03638903	1.462446	0.07000759
506588.5472043545	n/a	0.8612253	-0.036212757	1.462446	0.07009064
506588.5583191208	n/a	0.8594269	-0.036408156	1.4637872	0.070263036
506588.5697075765	n/a	0.85592884	-0.037844166	1.4635918	0.070525125
506588.5805294542	n/a	0.85426736	-0.039037876	1.4635918	0.070872925
506588.5916161217	n/a	0.84995705	-0.04293136	1.4609622	0.07131419
506588.60267389024	n/a	0.84859616	-0.04383275	1.4609622	0.07180832
506588.6137963563	n/a	0.84600365	-0.045468863	1.4561672	0.07238547
506588.62543140235	n/a	0.8448808	-0.046303306	1.4561672	0.073024385
506588.6360130895	n/a	0.84282684	-0.048431713	1.4536967	0.073725715
506588.64730214904	n/a	0.84093237	-0.05073083	1.4536967	0.07451405
506588.65833111876	n/a	0.83905345	-0.053471424	1.4492692	0.07527309
506588.6693226899	n/a	0.8371528	-0.05610498	1.4465286	0.076115794
506588.68052345293	n/a	0.836211	-0.05737375	1.4465286	0.07696363
506588.69159252103	n/a	0.8342972	-0.0599239	1.4426262	0.07782702
506588.70275958534	n/a	0.8324562	-0.062273584	1.4426262	0.07871369
506588.7138433529	n/a	0.83156407	-0.0633318	1.4377264	0.0795906
506588.72480102535	n/a	0.83069795	-0.06442801	1.4377264	0.080462724
506588.7360009884	n/a	0.82980394	-0.06517495	1.435572	0.081312306
506588.74721905077	n/a	0.82807565	-0.06670398	1.435572	0.08212571
506588.7583464166	n/a	0.82620066	-0.06809996	1.433296	0.08292204
506588.76942488435	n/a	0.8241892	-0.06935084	1.4319	0.0836769
506588.780659546	n/a	0.82307976	-0.06995561	1.4319	0.08437491
506588.7916071189	n/a	0.82076555	-0.07114095	1.4300444	0.08501407
506588.802651488	n/a	0.818627	-0.072281405	1.4300444	0.08559781
506588.8138293519	n/a	0.8166558	-0.07336664	1.4277186	0.08609951
506588.82484052225	n/a	0.81566375	-0.07387446	1.4277186	0.08653336
506588.83604998497	n/a	0.8136719	-0.074844696	1.4261255	0.08689432
506588.8472278488	n/a	0.8118096	-0.07586997	1.4261255	0.087169826
506588.85832911567	n/a	0.81013525	-0.077021524	1.4241301	0.08736619
506588.86931628705	n/a	0.80931866	-0.07766937	1.4229785	0.08747537
506588.88036535593	n/a	0.8069706	-0.07931411	1.4229785	0.087497436
506588.8914628229	n/a	0.8061485	-0.079838194	1.4206859	0.087434515
506588.90253159107	n/a	0.80467457	-0.08092169	1.4206859	0.087287106
506588.91399674374	n/a	0.80333954	-0.08196857	1.4190784	0.08705549
506588.92487761925	n/a	0.8020594	-0.08321474	1.4190784	0.08674384
506588.9358611907	n/a	0.80133194	-0.08385392	1.4167852	0.08633877
506588.94700955576	n/a	0.7997034	-0.085189804	1.4167852	0.08588211
506588.9581811199	n/a	0.7979216	-0.08651035	1.4148102	0.08535322
506588.96928228677	n/a	0.7962104	-0.08802037	1.4134897	0.08475246
506588.9802551586	n/a	0.7952703	-0.08885023	1.4134897	0.084092446
506588.9915160193	n/a	0.79330045	-0.09055123	1.4111497	0.08338444
506589.00256288826	n/a	0.7909396	-0.0923375	1.4111497	0.08264145
506589.01368875423	n/a	0.7883424	-0.09412517	1.4076625	0.08184131
506589.02478322136	n/a	0.78692895	-0.094702795	1.4076625	0.0810278
506589.035966885	n/a	0.78394884	-0.09596929	1.4052972	0.08018631
506589.0470943509	n/a	0.78028315	-0.09634114	1.4052972	0.07933598
506589.05809122184	n/a	0.77708715	-0.096949205	1.4036589	0.078472
506589.06929878454	n/a	0.7739015	-0.09793146	1.4030508	0.07761618
506589.08064144204	n/a	0.77232456	-0.09868581	1.4030508	0.07678198
506589.09149451857	n/a	0.769194	-0.100493275	1.4013141	0.07595071
506589.102504589	n/a	0.7660591	-0.10309055	1.4013141	0.07513798
506589.11354405823	n/a	0.7644765	-0.104447685	1.3969095	0.074393444
506589.1247329218	n/a	0.7615836	-0.10691158	1.3969095	0.073682405
506589.1358118895	n/a	0.75875944	-0.10925545	1.3930885	0.07301557
506589.1469617545	n/a	0.7558811	-0.111680724	1.3930885	0.07239669
506589.1581431182	n/a	0.75324374	-0.11377118	1.3883193	0.07184405
506589.16920118674	n/a	0.75212127	-0.114709295	1.3862288	0.07135465
506589.1802969539	n/a	0.750108	-0.116471134	1.3862288	0.07093517
506589.1913276235	n/a	0.7492159	-0.11724668	1.3835288	0.07059291
506589.20330845605	n/a	0.7474985	-0.11865054	1.3835288	0.070325814
506589.21361665387	n/a	0.745991	-0.119981885	1.3813494	0.070138074
506589.2246478235	n/a	0.74465066	-0.121103644	1.3813494	0.07002388
506589.2358427867	n/a	0.7440462	-0.121615775	1.3788964	0.07000106
506589.2469382538	n/a	0.7429186	-0.12252441	1.3788964	0.070053995
506589.25797192333	n/a	0.7418537	-0.12328284	1.3774756	0.070188776
506589.2690809899	n/a	0.74077725	-0.123537675	1.3767172	0.0704017
506589.2802706533	n/a	0.73949605	-0.1239591	1.3767172	0.070689306
506589.2912043267	n/a	0.7388121	-0.12424106	1.3760409	0.07105323
506589.3024034898	n/a	0.73744	-0.124729045	1.3760409	0.071491204
506589.3135156562	n/a	0.73607993	-0.12528844	1.375271	0.07198458
506589.3245799246	n/a	0.7347655	-0.12564756	1.375271	0.07255275
506589.3358002868	n/a	0.7341739	-0.12582828	1.3743525	0.073173754
506589.34708494646	n/a	0.7330775	-0.12625031	1.3743525	0.07384234
506589.3582050127	n/a	0.73259175	-0.12647349	1.3737497	0.07456583
506589.3694542738	n/a	0.73215	-0.12672545	1.3735266	0.07533319
506589.3801260574	n/a	0.7317658	-0.12699933	1.3735266	0.07612105
506589.3912580231	n/a	0.731016	-0.12754062	1.3730006	0.07694233
506589.40234089067	n/a	0.73067003	-0.12781177	1.3730006	0.07773667
506589.4134533571	n/a	0.7300083	-0.1283659	1.3721882	0.07857508
506589.4245582238	n/a	0.72935903	-0.12888491	1.3721882	0.07941051
506589.43569298944	n/a	0.7287499	-0.12933642	1.3711151	0.08024237
